seed,target_pdp,snr_db,method,ber,shared_source,adaptation_blocks,adaptation_epochs,adaptation_optimizer,training_optimizer,learning_rate,optimizer_momentum,particular_initialisation,rho,sigma,iadmm_iterations
2028,6,6.0,joint_particular_adaptation,0.2779684066772461,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,6,8.0,joint_particular_adaptation,0.2430315017700195,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,6,10.0,joint_particular_adaptation,0.2126684188842773,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,6,12.0,joint_particular_adaptation,0.1885395050048828,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,6,14.0,joint_particular_adaptation,0.1699190139770507,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,6,16.0,joint_particular_adaptation,0.157449722290039,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,6,18.0,joint_particular_adaptation,0.1498298645019531,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,6,20.0,joint_particular_adaptation,0.1472282409667968,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,7,0.0,joint_particular_adaptation,0.3921442031860351,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,7,2.0,joint_particular_adaptation,0.3583841323852539,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,7,4.0,joint_particular_adaptation,0.3216104507446289,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,7,6.0,joint_particular_adaptation,0.2834548950195312,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,7,8.0,joint_particular_adaptation,0.2508115768432617,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,7,10.0,joint_particular_adaptation,0.2207841873168945,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,7,12.0,joint_particular_adaptation,0.1977205276489257,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,7,14.0,joint_particular_adaptation,0.1795310974121093,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,7,16.0,joint_particular_adaptation,0.1678276062011718,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,7,18.0,joint_particular_adaptation,0.1626272201538086,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2028,7,20.0,joint_particular_adaptation,0.1553716659545898,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,,,,
2026,6,0.0,algorithm1_particular_adaptation,0.3636188507080078,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,6,2.0,algorithm1_particular_adaptation,0.3171491622924804,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,6,4.0,algorithm1_particular_adaptation,0.2719964981079101,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,6,6.0,algorithm1_particular_adaptation,0.2250499725341797,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,6,8.0,algorithm1_particular_adaptation,0.1797685623168945,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,6,10.0,algorithm1_particular_adaptation,0.1428747177124023,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,6,12.0,algorithm1_particular_adaptation,0.1152009963989257,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,6,14.0,algorithm1_particular_adaptation,0.0950307846069336,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,6,16.0,algorithm1_particular_adaptation,0.0807018280029296,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,6,18.0,algorithm1_particular_adaptation,0.0725536346435546,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,6,20.0,algorithm1_particular_adaptation,0.0668115615844726,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,7,0.0,algorithm1_particular_adaptation,0.3635025024414062,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
