source_pdp,target_pdp,seed,strategy,adaptation_blocks,epochs,update_steps,learning_rate,ebno_linear,test_batches,trainable_parameters,trainable_layers,source_ber_before,source_ber_after,target_ber_before,target_ber_after,target_absolute_improvement,source_ber_change,changed_weight_tensors,restored_checkpoint,first_training_loss,last_training_loss
0,4,2026,no_adaptation,2048,0,0,0.0,20.0,100,0,,0.04580718994140625,0.04580718994140625,0.2833251953125,0.2833251953125,0.0,0.0,0,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP0/ckpt-1,,
0,4,2026,dense_head,2048,20,80,0.0001,20.0,100,44940,channel_est_dense_1; estimated_channel,0.04580718994140625,0.08248138427734375,0.2833251953125,0.288302001953125,-0.004976806640624998,0.0366741943359375,4,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP0/ckpt-1,0.9667524695396423,0.6990855932235718
0,4,2026,channel_extractor,2048,20,80,0.0001,20.0,100,177295,channel_est_conv_1; channel_est_conv_2; channel_est_conv_3; channel_est_conv_4; channel_est_conv_5; channel_est_dense_1; estimated_channel,0.04580718994140625,0.08879684448242188,0.2833251953125,0.28321060180664065,0.00011459350585935058,0.04298965454101563,14,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP0/ckpt-1,0.9667524695396423,0.560482382774353
0,4,2026,decoder_conv1,2048,20,80,0.0001,20.0,100,102656,decoder_conv_1,0.04580718994140625,0.08364852905273437,0.2833251953125,0.24949722290039061,0.033827972412109386,0.03784133911132812,2,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP0/ckpt-1,0.9667524695396423,0.5438526272773743
0,4,2026,full_finetune,2048,20,80,0.0001,20.0,100,813202,encoder_conv_1; encoder_conv_2; encoder_conv_3; encoder_conv_4; channel_est_conv_1; channel_est_conv_2; channel_est_conv_3; channel_est_conv_4; channel_est_conv_5; channel_est_dense_1; estimated_channel; decoder_conv_1; decoder_res1_input; decoder_res1_conv1; decoder_res1_conv2; decoder_res2_input; decoder_res2_conv1; decoder_res2_conv2; decoder_conv_final; pred_logits_full,0.04580718994140625,0.09934799194335937,0.2833251953125,0.20383621215820313,0.07948898315429687,0.053540802001953124,40,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP0/ckpt-1,0.9667524695396423,0.4237707853317261
0,4,2026,scratch,2048,20,80,0.0001,20.0,100,813202,encoder_conv_1; encoder_conv_2; encoder_conv_3; encoder_conv_4; channel_est_conv_1; channel_est_conv_2; channel_est_conv_3; channel_est_conv_4; channel_est_conv_5; channel_est_dense_1; estimated_channel; decoder_conv_1; decoder_res1_input; decoder_res1_conv1; decoder_res1_conv2; decoder_res2_input; decoder_res2_conv1; decoder_res2_conv2; decoder_conv_final; pred_logits_full,0.5003425598144531,0.42605300903320314,0.5013410949707031,0.30321823120117186,0.19812286376953125,-0.07428955078124994,40,,0.6935115456581116,0.5701931715011597
0,4,2027,no_adaptation,2048,0,0,0.0,20.0,100,0,,0.0460162353515625,0.0460162353515625,0.28275619506835936,0.28275619506835936,0.0,0.0,0,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP0/ckpt-1,,
0,4,2027,dense_head,2048,20,80,0.0001,20.0,100,44940,channel_est_dense_1; estimated_channel,0.0460162353515625,0.08171157836914063,0.28275619506835936,0.28680755615234377,-0.004051361083984406,0.03569534301757813,4,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP0/ckpt-1,1.0009305477142334,0.6728336811065674
0,4,2027,channel_extractor,2048,20,80,0.0001,20.0,100,177295,channel_est_conv_1; channel_est_conv_2; channel_est_conv_3; channel_est_conv_4; channel_est_conv_5; channel_est_dense_1; estimated_channel,0.0460162353515625,0.08901641845703125,0.28275619506835936,0.283021240234375,-0.00026504516601566497,0.04300018310546875,14,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP0/ckpt-1,1.0009305477142334,0.5519460439682007
0,4,2027,decoder_conv1,2048,20,80,0.0001,20.0,100,102656,decoder_conv_1,0.0460162353515625,0.0831744384765625,0.28275619506835936,0.2497833251953125,0.03297286987304687,0.037158203125000004,2,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP0/ckpt-1,1.0009305477142334,0.5286877155303955
