method,support_size,target_pdp,snr_db,seed_count,mean_ber,std_ber,min_ber,max_ber
algorithm1_particular_adaptation,4096,7,0.0,3,0.36054642995198566,0.0008319835399488942,0.3593702316284179,0.3611612319946289
algorithm1_particular_adaptation,4096,7,2.0,3,0.3156210581461589,0.0012882089989046332,0.3144502639770508,0.3174152374267578
algorithm1_particular_adaptation,4096,7,4.0,3,0.26716073354085285,0.0005150773313352942,0.2664470672607422,0.267643928527832
algorithm1_particular_adaptation,4096,7,6.0,3,0.2199125289916992,0.0007037073969630636,0.2189283370971679,0.2205324172973632
algorithm1_particular_adaptation,4096,7,8.0,3,0.17609755198160804,0.0008949420346450783,0.1748323440551757,0.1767587661743164
algorithm1_particular_adaptation,4096,7,10.0,3,0.14059289296468094,0.00044777646888148923,0.1399898529052734,0.141061782836914
algorithm1_particular_adaptation,4096,7,12.0,3,0.11263497670491533,0.0016678432983193105,0.1106767654418945,0.1147527694702148
algorithm1_particular_adaptation,4096,7,14.0,3,0.09326934814453124,0.0009766801499983832,0.0923147201538086,0.0946111679077148
algorithm1_particular_adaptation,4096,7,16.0,3,0.07950973510742183,0.0007767710969593057,0.0789070129394531,0.080606460571289
algorithm1_particular_adaptation,4096,7,18.0,3,0.07157548268636067,0.0007100497924443939,0.0706329345703125,0.0723466873168945
algorithm1_particular_adaptation,4096,7,20.0,3,0.06632328033447263,0.0009256266164965293,0.0654201507568359,0.0675954818725586
algorithm1_particular_adaptation,8192,6,0.0,3,0.35931587219238276,0.0005133183937369154,0.3586626052856445,0.3599166870117187
algorithm1_particular_adaptation,8192,6,2.0,3,0.3140707015991211,0.0008947298367714914,0.3128061294555664,0.3147411346435547
algorithm1_particular_adaptation,8192,6,4.0,3,0.2664613723754882,0.0003825078190882069,0.2659692764282226,0.2669019699096679
algorithm1_particular_adaptation,8192,6,6.0,3,0.2176977793375651,0.0012518043371588068,0.2161407470703125,0.2192058563232422
algorithm1_particular_adaptation,8192,6,8.0,3,0.17288589477539062,0.00024344798022601872,0.1726551055908203,0.173222541809082
algorithm1_particular_adaptation,8192,6,10.0,3,0.13607629140218097,0.00013603450901153303,0.1359424591064453,0.1362628936767578
algorithm1_particular_adaptation,8192,6,12.0,3,0.1084671020507812,0.00014196833774153105,0.1083297729492187,0.1086626052856445
algorithm1_particular_adaptation,8192,6,14.0,3,0.08776124318440748,0.000904273810247285,0.0869274139404296,0.0890178680419921
algorithm1_particular_adaptation,8192,6,16.0,3,0.07465616861979159,0.0004954215433632108,0.0740938186645507,0.0752992630004882
algorithm1_particular_adaptation,8192,6,18.0,3,0.0661487579345703,0.0002783389618548299,0.0658712387084961,0.0665292739868164
algorithm1_particular_adaptation,8192,6,20.0,3,0.06160068511962887,0.00045167999718021055,0.0610427856445312,0.0621490478515625
algorithm1_particular_adaptation,8192,7,0.0,3,0.35905710856119794,0.0008526809594581085,0.3580646514892578,0.3601465225219726
algorithm1_particular_adaptation,8192,7,2.0,3,0.3128973642985026,0.0010256666653632844,0.3120107650756836,0.3143348693847656
algorithm1_particular_adaptation,8192,7,4.0,3,0.26460011800130206,0.0007082388683999893,0.2640523910522461,0.2656002044677734
algorithm1_particular_adaptation,8192,7,6.0,3,0.21663983662923172,0.0010795375153787277,0.2156209945678711,0.2181339263916015
algorithm1_particular_adaptation,8192,7,8.0,3,0.17316468556721998,0.001129902268575331,0.1715669631958007,0.173985481262207
algorithm1_particular_adaptation,8192,7,10.0,3,0.13758754730224607,0.000813276772032687,0.136444091796875,0.1382665634155273
algorithm1_particular_adaptation,8192,7,12.0,3,0.10963598887125647,0.0013246863144253706,0.1079368591308593,0.1111688613891601
algorithm1_particular_adaptation,8192,7,14.0,3,0.09004465738932287,0.0007953896634123082,0.089268684387207,0.0911378860473632
algorithm1_particular_adaptation,8192,7,16.0,3,0.07685756683349607,0.0008448094025777827,0.0761299133300781,0.0780420303344726
algorithm1_particular_adaptation,8192,7,18.0,3,0.06870619455973304,0.0005633841730406375,0.0681076049804687,0.0694608688354492
algorithm1_particular_adaptation,8192,7,20.0,3,0.06351693471272783,0.0007462671980097652,0.0626993179321289,0.0645036697387695
joint_no_adaptation,0,6,0.0,3,0.3919385274251302,0.0007219318074659681,0.3909873962402344,0.392735481262207
joint_no_adaptation,0,6,2.0,3,0.35848363240559894,0.0012414796657580066,0.3570785522460937,0.3600978851318359
