seed,target_pdp,snr_db,method,ber,shared_source,adaptation_blocks,adaptation_epochs,adaptation_optimizer,training_optimizer,learning_rate,support_size,rho,sigma,iadmm_iterations
2026,6,20.0,joint_particular_adaptation,0.1428747177124023,ordinary_joint_training_PDP0_to_PDP5,4096,20,SGD,nan,0.01,4096,nan,nan,nan
2026,6,0.0,algorithm1_particular_adaptation,0.3615779876708984,Algorithm1_iADMM_PDP0_to_PDP5,4096,20,SGD,nan,0.01,4096,1200.0,20.0,5000.0
2026,6,2.0,algorithm1_particular_adaptation,0.3155155181884765,Algorithm1_iADMM_PDP0_to_PDP5,4096,20,SGD,nan,0.01,4096,1200.0,20.0,5000.0
2026,6,4.0,algorithm1_particular_adaptation,0.2692031860351562,Algorithm1_iADMM_PDP0_to_PDP5,4096,20,SGD,nan,0.01,4096,1200.0,20.0,5000.0
2026,6,6.0,algorithm1_particular_adaptation,0.2222633361816406,Algorithm1_iADMM_PDP0_to_PDP5,4096,20,SGD,nan,0.01,4096,1200.0,20.0,5000.0
2026,6,8.0,algorithm1_particular_adaptation,0.1776161193847656,Algorithm1_iADMM_PDP0_to_PDP5,4096,20,SGD,nan,0.01,4096,1200.0,20.0,5000.0
2026,6,10.0,algorithm1_particular_adaptation,0.1388263702392578,Algorithm1_iADMM_PDP0_to_PDP5,4096,20,SGD,nan,0.01,4096,1200.0,20.0,5000.0
2026,6,12.0,algorithm1_particular_adaptation,0.1117696762084961,Algorithm1_iADMM_PDP0_to_PDP5,4096,20,SGD,nan,0.01,4096,1200.0,20.0,5000.0
2026,6,14.0,algorithm1_particular_adaptation,0.0919036865234375,Algorithm1_iADMM_PDP0_to_PDP5,4096,20,SGD,nan,0.01,4096,1200.0,20.0,5000.0
2026,6,16.0,algorithm1_particular_adaptation,0.0783004760742187,Algorithm1_iADMM_PDP0_to_PDP5,4096,20,SGD,nan,0.01,4096,1200.0,20.0,5000.0
2026,6,18.0,algorithm1_particular_adaptation,0.0693740844726562,Algorithm1_iADMM_PDP0_to_PDP5,4096,20,SGD,nan,0.01,4096,1200.0,20.0,5000.0
2026,6,20.0,algorithm1_particular_adaptation,0.0640373229980468,Algorithm1_iADMM_PDP0_to_PDP5,4096,20,SGD,nan,0.01,4096,1200.0,20.0,5000.0
2026,6,0.0,joint_particular_adaptation,0.386815071105957,ordinary_joint_training_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,nan,nan,nan
2026,6,2.0,joint_particular_adaptation,0.3496465682983398,ordinary_joint_training_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,nan,nan,nan
2026,6,4.0,joint_particular_adaptation,0.311899185180664,ordinary_joint_training_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,nan,nan,nan
2026,6,6.0,joint_particular_adaptation,0.2739458084106445,ordinary_joint_training_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,nan,nan,nan
2026,6,8.0,joint_particular_adaptation,0.2372407913208007,ordinary_joint_training_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,nan,nan,nan
2026,6,10.0,joint_particular_adaptation,0.2051496505737304,ordinary_joint_training_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,nan,nan,nan
2026,6,12.0,joint_particular_adaptation,0.1818294525146484,ordinary_joint_training_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,nan,nan,nan
2026,6,14.0,joint_particular_adaptation,0.1630573272705078,ordinary_joint_training_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,nan,nan,nan
2026,6,16.0,joint_particular_adaptation,0.1511802673339843,ordinary_joint_training_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,nan,nan,nan
2026,6,18.0,joint_particular_adaptation,0.1415891647338867,ordinary_joint_training_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,nan,nan,nan
2026,6,20.0,joint_particular_adaptation,0.1385660171508789,ordinary_joint_training_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,nan,nan,nan
2026,6,0.0,algorithm1_particular_adaptation,0.3599166870117187,Algorithm1_iADMM_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,1200.0,20.0,5000.0
2026,6,2.0,algorithm1_particular_adaptation,0.3128061294555664,Algorithm1_iADMM_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,1200.0,20.0,5000.0
2026,6,4.0,algorithm1_particular_adaptation,0.2669019699096679,Algorithm1_iADMM_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,1200.0,20.0,5000.0
2026,6,6.0,algorithm1_particular_adaptation,0.2192058563232422,Algorithm1_iADMM_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,1200.0,20.0,5000.0
2026,6,8.0,algorithm1_particular_adaptation,0.173222541809082,Algorithm1_iADMM_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,1200.0,20.0,5000.0
2026,6,10.0,algorithm1_particular_adaptation,0.1360235214233398,Algorithm1_iADMM_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,1200.0,20.0,5000.0
2026,6,12.0,algorithm1_particular_adaptation,0.1086626052856445,Algorithm1_iADMM_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,1200.0,20.0,5000.0
2026,6,14.0,algorithm1_particular_adaptation,0.0890178680419921,Algorithm1_iADMM_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,1200.0,20.0,5000.0
2026,6,16.0,algorithm1_particular_adaptation,0.0752992630004882,Algorithm1_iADMM_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,1200.0,20.0,5000.0
2026,6,18.0,algorithm1_particular_adaptation,0.0665292739868164,Algorithm1_iADMM_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,1200.0,20.0,5000.0
2026,6,20.0,algorithm1_particular_adaptation,0.0610427856445312,Algorithm1_iADMM_PDP0_to_PDP5,8192,20,SGD,nan,0.01,8192,1200.0,20.0,5000.0
2026,7,0.0,joint_particular_adaptation,0.3931589126586914,ordinary_joint_training_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,nan,nan,nan
2026,7,2.0,joint_particular_adaptation,0.3601579666137695,ordinary_joint_training_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,nan,nan,nan
2026,7,4.0,joint_particular_adaptation,0.3215503692626953,ordinary_joint_training_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,nan,nan,nan
2026,7,6.0,joint_particular_adaptation,0.2864437103271484,ordinary_joint_training_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,nan,nan,nan
2026,7,8.0,joint_particular_adaptation,0.2501487731933594,ordinary_joint_training_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,nan,nan,nan
2026,7,10.0,joint_particular_adaptation,0.2199163436889648,ordinary_joint_training_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,nan,nan,nan
2026,7,12.0,joint_particular_adaptation,0.1993265151977539,ordinary_joint_training_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,nan,nan,nan
2026,7,14.0,joint_particular_adaptation,0.1823015213012695,ordinary_joint_training_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,nan,nan,nan
2026,7,16.0,joint_particular_adaptation,0.1693840026855468,ordinary_joint_training_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,nan,nan,nan
2026,7,18.0,joint_particular_adaptation,0.1619815826416015,ordinary_joint_training_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,nan,nan,nan
2026,7,20.0,joint_particular_adaptation,0.1572141647338867,ordinary_joint_training_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,nan,nan,nan
2026,7,0.0,algorithm1_particular_adaptation,0.3653879165649414,Algorithm1_iADMM_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,1200.0,20.0,5000.0
