layer_name,parameter_group,parameter_count,delta_l2,relative_delta_l2,maximum_absolute_delta,seed,target_pdp,support_size,method
pred_logits_full,shared,97,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
decoder_conv_1,particular,102656,0.0314202606678009,0.002754303875257704,0.0010670963674783707,2028,6,256,joint_particular_adaptation
decoder_res1_input,particular,163968,0.03061566688120365,0.002299138573997793,0.001188185065984726,2028,6,256,joint_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
decoder_res1_conv2,particular,82048,0.03769398853182793,0.0031836074445040934,0.0016012489795684814,2028,6,256,joint_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2028,6,256,joint_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
decoder_conv_1,particular,102656,0.04356823489069939,0.003817507244322239,0.001044727861881256,2028,6,256,algorithm1_particular_adaptation
decoder_res1_input,particular,163968,0.04243001341819763,0.0031853619392181913,0.0012078117579221725,2028,6,256,algorithm1_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
decoder_res1_conv2,particular,82048,0.04330601915717125,0.0036564622602252017,0.0015401393175125122,2028,6,256,algorithm1_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2028,6,256,algorithm1_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
decoder_conv_1,particular,102656,0.09302251040935516,0.008154364587091099,0.0023354291915893555,2028,7,64,joint_particular_adaptation
decoder_res1_input,particular,163968,0.1110752746462822,0.008341397544845064,0.0027011744678020477,2028,7,64,joint_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
decoder_res1_conv2,particular,82048,0.15673677623271942,0.013237876570708977,0.003806374967098236,2028,7,64,joint_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2028,7,64,joint_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
decoder_conv_1,particular,102656,0.24391669034957886,0.02137230793849299,0.007716462016105652,2028,7,64,algorithm1_particular_adaptation
decoder_res1_input,particular,163968,0.5036281943321228,0.03780904017001069,0.00703725591301918,2028,7,64,algorithm1_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
decoder_res1_conv2,particular,82048,0.6747751235961914,0.056973368173456315,0.02130577154457569,2028,7,64,algorithm1_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2028,7,64,algorithm1_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
decoder_conv_1,particular,102656,0.051323048770427704,0.004498984703309365,0.0015240907669067383,2028,7,128,joint_particular_adaptation
decoder_res1_input,particular,163968,0.05781007185578346,0.004341351331164943,0.0018178336322307587,2028,7,128,joint_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
decoder_res1_conv2,particular,82048,0.08025531470775604,0.00677830676233404,0.0020359233021736145,2028,7,128,joint_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2028,7,128,joint_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
decoder_conv_1,particular,102656,0.1268802434206009,0.011117417302643854,0.006251342594623566,2028,7,128,algorithm1_particular_adaptation
decoder_res1_input,particular,163968,0.260221004486084,0.019535654521372257,0.00597199983894825,2028,7,128,algorithm1_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
decoder_res1_conv2,particular,82048,0.375805139541626,0.031730399992331654,0.015560213476419449,2028,7,128,algorithm1_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2028,7,128,algorithm1_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
decoder_conv_1,particular,102656,0.030251920223236084,0.0026518870096528006,0.0009886100888252258,2028,7,256,joint_particular_adaptation
decoder_res1_input,particular,163968,0.03425019606947899,0.0025720800809559516,0.0014279372990131378,2028,7,256,joint_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
decoder_res1_conv2,particular,82048,0.04485601186752319,0.003788506838209241,0.0011498555541038513,2028,7,256,joint_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2028,7,256,joint_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
decoder_conv_1,particular,102656,0.04433513432741165,0.0038847040027555416,0.0013435408473014832,2028,7,256,algorithm1_particular_adaptation
decoder_res1_input,particular,163968,0.04669993370771408,0.0035059190278918387,0.0015362966805696487,2028,7,256,algorithm1_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
decoder_res1_conv2,particular,82048,0.05789664387702942,0.004888394210554001,0.0017197057604789734,2028,7,256,algorithm1_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2028,7,256,algorithm1_particular_adaptation
