source_pdp,target_pdp,seed,strategy,adaptation_blocks,epochs,update_steps,learning_rate,ebno_linear,test_batches,trainable_parameters,trainable_layers,source_ber_before,source_ber_after,target_ber_before,target_ber_after,target_absolute_improvement,source_ber_change,changed_weight_tensors,restored_checkpoint,first_training_loss,last_training_loss
1,4,2026,no_adaptation,2048,0,0,0.0,20.0,100,0,,0.06502777099609375,0.06502777099609375,0.15903396606445314,0.15903396606445314,0.0,0.0,0,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,,
1,4,2026,dense_head,2048,20,80,0.0001,20.0,100,44940,channel_est_dense_1; estimated_channel,0.06502777099609375,0.0701763916015625,0.15903396606445314,0.1519337463378906,0.007100219726562523,0.005148620605468751,4,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,0.40357324481010437,0.35663461685180664
1,4,2026,channel_extractor,2048,20,80,0.0001,20.0,100,177295,channel_est_conv_1; channel_est_conv_2; channel_est_conv_3; channel_est_conv_4; channel_est_conv_5; channel_est_dense_1; estimated_channel,0.06502777099609375,0.0735968017578125,0.15903396606445314,0.1465972900390625,0.012436676025390642,0.008569030761718749,14,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,0.40357324481010437,0.32018595933914185
1,4,2026,decoder_conv1,2048,20,80,0.0001,20.0,100,102656,decoder_conv_1,0.06502777099609375,0.07384719848632812,0.15903396606445314,0.13422576904296876,0.024808197021484374,0.008819427490234372,2,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,0.40357324481010437,0.30080515146255493
1,4,2026,full_finetune,2048,20,80,0.0001,20.0,100,813202,encoder_conv_1; encoder_conv_2; encoder_conv_3; encoder_conv_4; channel_est_conv_1; channel_est_conv_2; channel_est_conv_3; channel_est_conv_4; channel_est_conv_5; channel_est_dense_1; estimated_channel; decoder_conv_1; decoder_res1_input; decoder_res1_conv1; decoder_res1_conv2; decoder_res2_input; decoder_res2_conv1; decoder_res2_conv2; decoder_conv_final; pred_logits_full,0.06502777099609375,0.07738265991210938,0.15903396606445314,0.12380859375,0.035225372314453135,0.012354888916015633,40,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,0.40357324481010437,0.2711643576622009
1,4,2026,scratch,2048,20,80,0.0001,20.0,100,813202,encoder_conv_1; encoder_conv_2; encoder_conv_3; encoder_conv_4; channel_est_conv_1; channel_est_conv_2; channel_est_conv_3; channel_est_conv_4; channel_est_conv_5; channel_est_dense_1; estimated_channel; decoder_conv_1; decoder_res1_input; decoder_res1_conv1; decoder_res1_conv2; decoder_res2_input; decoder_res2_conv1; decoder_res2_conv2; decoder_conv_final; pred_logits_full,0.4992205810546875,0.4246328735351563,0.5013414001464844,0.3034934997558594,0.19784790039062505,-0.0745877075195312,40,,0.6935115456581116,0.5698596239089966
1,4,2027,no_adaptation,2048,0,0,0.0,20.0,100,0,,0.06515090942382812,0.06515090942382812,0.15841629028320312,0.15841629028320312,0.0,0.0,0,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,,
1,4,2027,dense_head,2048,20,80,0.0001,20.0,100,44940,channel_est_dense_1; estimated_channel,0.06515090942382812,0.07046600341796876,0.15841629028320312,0.15143997192382813,0.006976318359374983,0.005315093994140638,4,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,0.4264066517353058,0.35841184854507446
1,4,2027,channel_extractor,2048,20,80,0.0001,20.0,100,177295,channel_est_conv_1; channel_est_conv_2; channel_est_conv_3; channel_est_conv_4; channel_est_conv_5; channel_est_dense_1; estimated_channel,0.06515090942382812,0.0728240966796875,0.15841629028320312,0.14574386596679687,0.01267242431640625,0.007673187255859387,14,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,0.4264066517353058,0.31908223032951355
1,4,2027,decoder_conv1,2048,20,80,0.0001,20.0,100,102656,decoder_conv_1,0.06515090942382812,0.0743115234375,0.15841629028320312,0.13363510131835937,0.024781188964843742,0.00916061401367188,2,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,0.4264066517353058,0.3015276789665222
1,4,2027,full_finetune,2048,20,80,0.0001,20.0,100,813202,encoder_conv_1; encoder_conv_2; encoder_conv_3; encoder_conv_4; channel_est_conv_1; channel_est_conv_2; channel_est_conv_3; channel_est_conv_4; channel_est_conv_5; channel_est_dense_1; estimated_channel; decoder_conv_1; decoder_res1_input; decoder_res1_conv1; decoder_res1_conv2; decoder_res2_input; decoder_res2_conv1; decoder_res2_conv2; decoder_conv_final; pred_logits_full,0.06515090942382812,0.07748245239257813,0.15841629028320312,0.12352462768554688,0.034891662597656234,0.012331542968750012,40,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,0.4264066517353058,0.27164244651794434
1,4,2027,scratch,2048,20,80,0.0001,20.0,100,813202,encoder_conv_1; encoder_conv_2; encoder_conv_3; encoder_conv_4; channel_est_conv_1; channel_est_conv_2; channel_est_conv_3; channel_est_conv_4; channel_est_conv_5; channel_est_dense_1; estimated_channel; decoder_conv_1; decoder_res1_input; decoder_res1_conv1; decoder_res1_conv2; decoder_res2_input; decoder_res2_conv1; decoder_res2_conv2; decoder_conv_final; pred_logits_full,0.500035400390625,0.40946746826171876,0.5001336669921875,0.30057220458984374,0.1995614624023438,-0.09056793212890624,40,,0.6932117938995361,0.567169725894928
1,4,2028,no_adaptation,2048,0,0,0.0,20.0,100,0,,0.06523025512695313,0.06523025512695313,0.15822311401367187,0.15822311401367187,0.0,0.0,0,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,,
1,4,2028,dense_head,2048,20,80,0.0001,20.0,100,44940,channel_est_dense_1; estimated_channel,0.06523025512695313,0.07055770874023437,0.15822311401367187,0.15146575927734374,0.0067573547363281306,0.005327453613281241,4,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,0.41239070892333984,0.35984307527542114
1,4,2028,channel_extractor,2048,20,80,0.0001,20.0,100,177295,channel_est_conv_1; channel_est_conv_2; channel_est_conv_3; channel_est_conv_4; channel_est_conv_5; channel_est_dense_1; estimated_channel,0.06523025512695313,0.07292205810546876,0.15822311401367187,0.14569076538085937,0.012532348632812496,0.007691802978515627,14,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,0.41239070892333984,0.32240551710128784
1,4,2028,decoder_conv1,2048,20,80,0.0001,20.0,100,102656,decoder_conv_1,0.06523025512695313,0.07432601928710937,0.15822311401367187,0.13359954833984375,0.02462356567382812,0.009095764160156242,2,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,0.41239070892333984,0.3058225214481354
1,4,2028,full_finetune,2048,20,80,0.0001,20.0,100,813202,encoder_conv_1; encoder_conv_2; encoder_conv_3; encoder_conv_4; channel_est_conv_1; channel_est_conv_2; channel_est_conv_3; channel_est_conv_4; channel_est_conv_5; channel_est_dense_1; estimated_channel; decoder_conv_1; decoder_res1_input; decoder_res1_conv1; decoder_res1_conv2; decoder_res2_input; decoder_res2_conv1; decoder_res2_conv2; decoder_conv_final; pred_logits_full,0.06523025512695313,0.07802841186523438,0.15822311401367187,0.12424362182617188,0.03397949218749999,0.012798156738281247,40,/mnt/d/IC/project/code/wireless_pdp_project/outputs/checkpoints/model_trained_on_PDP1/ckpt-1,0.41239070892333984,0.276591956615448
1,4,2028,scratch,2048,20,80,0.0001,20.0,100,813202,encoder_conv_1; encoder_conv_2; encoder_conv_3; encoder_conv_4; channel_est_conv_1; channel_est_conv_2; channel_est_conv_3; channel_est_conv_4; channel_est_conv_5; channel_est_dense_1; estimated_channel; decoder_conv_1; decoder_res1_input; decoder_res1_conv1; decoder_res1_conv2; decoder_res2_input; decoder_res2_conv1; decoder_res2_conv2; decoder_conv_final; pred_logits_full,0.4999726867675781,0.41058059692382814,0.4999444580078125,0.2990313720703125,0.2009130859375,-0.08939208984374997,40,,0.6932136416435242,0.5634646415710449
